Locus	Annotation (TAIR10)	Mapman Category	GO term biological process	Mean Day 0 MD	Mean Day 0 MN	Mean Day 4 MD	Mean Day 4 MN	Mean Day 9 MD	Mean Day 9 MN	Mean Day 12 MD	Mean Day 12 MN	Mean Day 2rek MD	Mean Day 2rek MN
AT3G47650	DnaJ/Hsp40 cysteine-rich domain superfamily protein	development	pentose-phosphate shunt; photosynthetic electron transport in photosystem I; photosystem II assembly; rRNA processing; plastid organization; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway	398.33	355.33	357.67	364.67	776.33	520.33	805	398	386	325.33
AT1G15750	Transducin family protein / WD-40 repeat family protein	development	response to auxin stimulus; jasmonic acid mediated signaling pathway; negative regulation of transcription. DNA-dependent; xylem and phloem pattern formation; primary shoot apical meristem specification	270.67	586	302.67	448.33	233.33	303.33	295.33	386.33	437.67	437
AT3G01930	Major facilitator superfamily protein	development		188	179	251	174	496.33	366	759.67	439.67	207.67	204.67
AT1G18080	Transducin/WD40 repeat-like superfamily protein	development	response to gibberellin stimulus; response to cadmium ion; glycolysis; cellular response to abscisic acid stimulus; response to salt stress; pyrimidine ribonucleotide biosynthetic process; gluconeogenesis; seed germination; regulation of translation; ribosome biogenesis; gibberellin mediated signaling pathway	342.33	281.33	343.67	286	225.33	334.33	248	385	279.33	378.33
AT4G13345	Serinc-domain containing serine and sphingolipid biosynthesis protein	development	embryo development ending in seed dormancy	76.33	154.67	90	201	61	673	31.33	477.33	101.67	383.33
AT2G33430	differentiation and greening-like 1	development	endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA. LSU-rRNA. 4.5S-rRNA. 5S-rRNA); tRNA metabolic process; transcription from plastid promoter; regulation of protein dephosphorylation; plastid organization; thylakoid membrane organization; photosystem II assembly; ncRNA metabolic process; positive regulation of transcription. DNA-dependent; endonucleolytic cleavage involved in rRNA processing; rRNA processing; chloroplast organization; chloroplast relocation; cell differentiation; leaf morphogenesis	165.33	169	143.33	153.33	342	183	384.33	144.67	192.33	134.67
AT2G16660	Major facilitator superfamily protein	development	response to karrikin	48.33	45.33	57.33	37.33	448	137	781.33	163	101	47.67
AT1G45230	Protein of unknown function (DUF3223)	development		110.67	213.67	102.67	213	158.67	339.67	121	234	99	181
AT1G48410	Stabilizer of iron transporter SufD / Polynucleotidyl transferase	development	gene silencing by miRNA; RNA interference; chromatin silencing; methylation-dependent chromatin silencing; actin nucleation; trichome morphogenesis; negative regulation of biological process; virus induced gene silencing; response to auxin stimulus; response to far red light; determination of bilateral symmetry; regulation of cell differentiation; production of ta-siRNAs involved in RNA interference; leaf morphogenesis; innate immune response; DNA methylation; organ morphogenesis; xylem and phloem pattern formation; auxin polar transport; posttranscriptional gene silencing; adventitious root development; cell wall organization; covalent chromatin modification; seed maturation; gene silencing by RNA; sister chromatid cohesion; cell-cell signaling; embryonic pattern specification; vegetative phase change; production of miRNAs involved in gene silencing by miRNA; embryo development ending in seed dormancy; cell division; root hair cell differentiation; flower morphogenesis; leaf proximal/distal pattern formation; meristem initiation; adaxial/abaxial pattern specification; leaf vascular tissue pattern formation; auxin metabolic process; stem cell development; cell adhesion; vegetative to reproductive phase transition of meristem; primary shoot apical meristem specification; meristem maintenance	103	218.67	124.33	197.33	126.67	196	152.33	237	131	277.33
AT1G66330	senescence-associated family protein	development	reactive oxygen species metabolic process; cellular response to oxidative stress; vegetative to reproductive phase transition of meristem; myo-inositol hexakisphosphate biosynthetic process; leaf senescence	89.67	156	69.67	130.33	205.33	206	245	234.33	111.33	195.67
AT5G66040	sulfurtransferase protein 16	development	indoleacetic acid biosynthetic process; tryptophan catabolic process; aging	90	25.33	95.67	32.67	465.67	52.33	587	91.67	104.33	32.67
AT2G19480	nucleosome assembly protein 1;2	DNA	response to cadmium ion; nucleosome assembly; DNA repair; DNA mediated transformation	214.67	293.67	224.33	344	214.67	640	236.67	658	179.67	408.33
AT5G11170	DEAD/DEAH box RNA helicase family protein	DNA	response to cadmium ion	291	247	317.67	253	310	251.67	360	352.67	331.67	259.33
AT3G58560	DNAse I-like superfamily protein	DNA	; vegetative to reproductive phase transition of meristem	119	225.67	130.33	201.67	180.67	282	210.67	370.33	152.67	224
AT4G26110	nucleosome assembly protein1;1	DNA	nucleosome assembly; DNA repair	111.33	155	116.33	168.33	115.67	323.67	137	365	90.33	214.67
AT1G07790	Histone superfamily protein	DNA	nucleosome assembly	227.33	153.67	215	181.33	185.33	114.33	192.67	95.33	191.33	187.67
AT4G40030	Histone superfamily protein	DNA	nucleosome assembly	424.33	773.67	449.67	715.67	585	622.33	583	668.67	601.67	1085.67
AT1G55130	Endomembrane protein 70 protein family	DNA	microtubule nucleation	195.33	259.67	224.33	196.33	195.67	222	244	239	280	234.33
AT5G37310	Endomembrane protein 70 protein family	DNA		160	192.33	191	164.67	176	254.33	206.33	289.33	223.67	189
AT2G21520	Sec14p-like phosphatidylinositol transfer family protein	DNA	transport	94	274.33	110.33	218.33	116	210.67	116.33	202.67	133.67	250.33
AT3G48000	aldehyde dehydrogenase 2B4	fermentation	metabolic process; oxidation-reduction process; response to cadmium ion	351.67	294.67	302	260.67	791	205.67	1086.67	117	533	162
AT1G23800	aldehyde dehydrogenase 2B7	fermentation	protein desumoylation; oxidation-reduction process; hydrogen peroxide biosynthetic process; metabolic process; vegetative to reproductive phase transition of meristem	206	180.33	200	156	503.33	130.67	670	71.67	324.67	96.33
AT4G34240	aldehyde dehydrogenase 3I1	fermentation	metabolic process; oxidation-reduction process; response to abscisic acid stimulus; cellular aldehyde metabolic process; response to water deprivation	273.67	213.33	261.67	186.67	210.67	167	188.33	138.67	407	168.67
AT1G44170	aldehyde dehydrogenase 3H1	fermentation	response to salt stress; response to desiccation; cellular aldehyde metabolic process; metabolic process; oxidation-reduction process; response to abscisic acid stimulus	243.67	200.67	233.33	170.33	200	165.33	180	148	344.33	162
AT5G17380	Thiamine pyrophosphate dependent pyruvate decarboxylase family protein	fermentation	toxin catabolic process; para-aminobenzoic acid metabolic process; response to cyclopentenone	197.33	207.33	202.33	164.33	193	115	227.33	90	247.33	165.67
AT3G16910	acyl-activating enzyme 7	gluconeogenesis / glyoxylate cycle	acetate metabolic process; butyrate metabolic process; glyoxylate cycle; metabolic process	156.33	306	145	281	132.67	171.33	117.67	153	156	240.33
AT2G22780	peroxisomal NAD-malate dehydrogenase 1	gluconeogenesis / glyoxylate cycle	regulation of fatty acid beta-oxidation; regulation of photorespiration; fatty acid beta-oxidation; cellular carbohydrate metabolic process; peroxisome organization; carbohydrate metabolic process; malate metabolic process; fatty acid catabolic process; oxidation-reduction process	753.67	1017	785.67	994	1468.33	1436.33	973.33	1015	907	1528
AT5G09660	peroxisomal NAD-malate dehydrogenase 2	gluconeogenesis / glyoxylate cycle	jasmonic acid biosynthetic process; systemic acquired resistance. salicylic acid mediated signaling pathway; sulfur amino acid metabolic process; plastid organization; cellular amino acid biosynthetic process; aromatic amino acid family metabolic process; regulation of transcription. DNA-dependent; regulation of lipid metabolic process; leaf morphogenesis; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; photosystem II assembly; PSII associated light-harvesting complex II catabolic process; regulation of photorespiration; lipoate metabolic process; phosphatidylglycerol biosynthetic process; chlorophyll metabolic process; pentose-phosphate shunt; protein targeting to membrane; chloroplast relocation; jasmonic acid mediated signaling pathway; secondary metabolic process; photorespiration; oxylipin biosynthetic process; regulation of plant-type hypersensitive response; regulation of fatty acid beta-oxidation; carotenoid biosynthetic process; unsaturated fatty acid biosynthetic process; response to bacterium; positive regulation of transcription. DNA-dependent; vitamin metabolic process; chlorophyll biosynthetic process; glycine catabolic process; nucleotide metabolic process; response to light stimulus; MAPK cascade; cell differentiation; positive regulation of catalytic activity; sulfur compound biosynthetic process; cellular lipid catabolic process; stomatal complex morphogenesis; regulation of hydrogen peroxide metabolic process; regulation of protein dephosphorylation; rRNA processing; coenzyme biosynthetic process; oxidoreduction coenzyme metabolic process; negative regulation of defense response; response to cytokinin stimulus	287.33	377.67	332.67	425.33	606.33	527.33	370.67	370	344.67	528.67
AT4G15530	pyruvate orthophosphate dikinase	gluconeogenesis / glyoxylate cycle	phosphorylation	538	1995.33	503	1371.67	2451	18370.67	4041	13333.33	798	2477.67
AT1G79550	phosphoglycerate kinase	glycolysis	glycolysis; response to endoplasmic reticulum stress; response to cadmium ion; response to arsenic-containing substance	1993.67	1016	2003.33	1214.33	1516.67	1000	1167.67	842	1560.33	981.33
AT2G36460	Aldolase superfamily protein	glycolysis	pentose-phosphate shunt; response to salt stress; response to cytokinin stimulus; response to cadmium ion	149.33	185.67	176.33	204.33	362	268	359.67	215.67	186	167.33
AT4G26520	Aldolase superfamily protein	glycolysis	cell differentiation; positive regulation of transcription. DNA-dependent; response to hypoxia; pentose-phosphate shunt; glycolysis; mRNA modification; leaf morphogenesis	24.67	185.33	33.67	183	238.33	360.67	162.33	287.67	48	329.67
AT2G36530	Enolase	glycolysis	response to cadmium ion; glycolysis; gluconeogenesis; photorespiration; response to abscisic acid stimulus; response to salt stress; response to cold; pentose-phosphate shunt; response to light stimulus	874.67	446.67	1037.67	448.67	3140	246	2273	173	1296.67	270.67
AT1G07110	fructose-2.6-bisphosphatase	glycolysis	fructose 2.6-bisphosphate metabolic process; fructose metabolic process; fructose 6-phosphate metabolic process; regulation of carbon utilization; N-terminal protein myristoylation; D-xylose metabolic process; metabolic process	104.67	347.67	118.33	376.67	146.67	508.67	144.33	543.33	113	405.33
AT3G04120	glyceraldehyde-3-phosphate dehydrogenase C subunit 1	glycolysis	response to temperature stimulus; glucose catabolic process; pentose-phosphate shunt; glycolysis; response to sucrose stimulus; water transport; response to endoplasmic reticulum stress; response to cadmium ion; gluconeogenesis; Golgi organization; response to oxidative stress; response to hydrogen peroxide; seed development; response to salt stress; fruit development; aerobic respiration; hyperosmotic response; cytoskeleton organization; proteasomal protein catabolic process; response to heat; response to redox state	1604.33	768	1770.67	778.67	3198.67	531	3568.67	361.33	1627.33	527
AT1G13440	glyceraldehyde-3-phosphate dehydrogenase C2	glycolysis	proteasomal protein catabolic process; glycolysis; response to salt stress; hyperosmotic response; regulation of transport; response to temperature stimulus; response to cadmium ion; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; pentose-phosphate shunt; oxidation-reduction process; glucose metabolic process; cytoskeleton organization; defense response to bacterium; water transport; Golgi organization; gluconeogenesis; glucosinolate biosynthetic process; response to oxidative stress	1184.67	580	1290	538.33	2432	388.67	2649	280	1209.67	370
AT2G24270	aldehyde dehydrogenase 11A3	glycolysis	oxidation-reduction process; metabolic process; chloroplast relocation; cysteine biosynthetic process	429	519	382.67	299.67	607.33	686.67	431.67	225.67	335.33	510.33
AT1G53310	phosphoenolpyruvate carboxylase 1	glycolysis	carbon fixation; protein tetramerization; response to salt stress; response to fructose stimulus; tricarboxylic acid cycle; response to temperature stimulus; glycolysis; response to cadmium ion; cellular response to phosphate starvation; hyperosmotic response; response to sucrose stimulus; response to glucose stimulus; Golgi organization; water transport	312	613.33	393	721	1612.33	15535	6656.33	15510.33	416	741.33
